ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Predicted_Credit_Score
47183,44758,6,1.4285714285714286,45,768757275,1.3681465821000705,16096.54,3,4,13,1,9,11.0,11.84,0.0,1.670294675769407,927.98,31.342164003962345,338.0,1.5311610129001434,12.567580598415056,109.04701960968376,1.3873873873873874,293.7232331252345,2,2
68843,38283,6,1.1428571428571428,40,776673495,1.340649562509269,57700.16,8,11,22,5,62,20.0,16.2,6.0,1.3692935582951151,1728.05,34.19938742518076,226.0,1.5311801242236025,221.7632779608531,190.40380335657662,1.3452245740836344,324.26758534923704,1,1
73254,26027,1,1.0,38,310133662,1.3375959079283888,19592.58,5,7,21,4,11,17.0,8.82,7.0,1.670294675769407,2391.39,26.3287784397397,151.0,1.5311610129001434,40.49688242158693,67.3302978304402,1.3518040163319722,292.7443197479729,2,1
30588,29987,7,1.6956521739130435,44,331345518,1.3709456372772955,63756.33,8,3,1,1,17,13.0,9.94,0.0,0.8629825889477668,950.59,38.16403816637997,379.0,1.3330834582708646,50.392823311130286,544.940141800303,1.3874237140366172,203.9697848885668,1,1
36270,14888,1,1.8571428571428572,41,668807236,1.3381284294824263,8833.225,10,7,23,5,49,19.0,2.63,10.0,1.3692935582951151,2987.52,34.39118071131538,89.0,1.5311801242236025,34.61951805707215,44.033134469939746,1.3874237140366172,306.95755580632147,1,1
138684,22075,7,2.0,50,895165219,1.367167733293645,11040265.0,3,7,2,1,17,4.0,5.99,0.0,0.8629496758055492,553.12,27.04428244199927,268.0,1.0995906465541412,27.08617216384484,133.77981769167022,1.3451729478575116,456.3219268111517,2,2
5855,13651,6,1.1428571428571428,26,84253745,1.343725397575185,97791.42,6,6,12,0,16,8.0,17.92,1.0,1.6703382991253517,107.41,44.6768885939621,331.0,1.5311992355470616,629.8156531464217,108.30393861997324,1.3193666731029157,939.6245613800266,0,0
8275,30439,2,1.1282051282051282,26,532393348,1.3414709998445031,34128.92,6,8,31,6,22,22.0,3.99,13.0,1.3692935582951151,2626.28,35.20005147622413,66.0,1.5311801242236025,118.06685464217024,369.7552154183222,1.3874237140366172,76.18559660617423,1,1
100314,18126,1,1.9333333333333333,27,436234266,1.3534752195267152,68474.64,7,6,11,3,16,5.0,8.02,7.0,1.670294675769407,66.03,25.637683434043307,68.0,1.5311610129001434,127.44715871403108,590.1986638773709,1.3518040163319722,115.47617740859812,2,2
109375,4444,2,1.3043478260869565,19,956283067,1.326533585895381,41695.76,6,7,15,9,23,24.0,25.99,8.0,1.369251483148904,4453.51,37.25605327544796,96.0,1.333000166583375,302.8057257057672,30.43236235285827,1.3192379481238334,246.92657860804127,2,1
102957,16763,4,1.0,38,771620762,1.3534752195267152,29777.3,10,10,31,5,18,16.0,7.77,11.0,1.369251483148904,1874.2,36.79694555550636,78.0,1.5311610129001434,105.82413239502584,140.86594850220428,1.334655903680394,286.3540857694365,2,1
9373,18463,8,1.0,20,322854061,1.3381284294824263,19758.84,7,5,32,8,51,22.0,2.76,14.0,1.3692935582951151,1352.88,39.00379807351774,185.0,1.5311801242236025,71.6947398487303,53.41737330620224,1.35188734272144,325.0448868450675,1,1
126078,49694,1,0.8571428571428571,49,573815193,1.3378967955468632,29470.76,0,4,9,4,9,8.0,-1.21,4.0,0.8630155020899846,557.5,28.814161485233907,265.0,1.0996467223686424,79.50204790507881,264.29021333525435,1.387460040685847,171.39740542633348,0,0
34801,41625,8,1.2666666666666666,45,145744512,1.3346595256312166,78569.9,3,5,2,0,10,10.0,8.76,6.0,0.8629496758055492,1316.34,35.89579984792478,191.00002215477323,1.0995906465541412,0.0,156.46539811362302,1.3192379481238334,750.2837685530435,2,0
67629,43408,4,1.1428571428571428,18,920896435,1.3668474278176754,9276.99,10,5,25,5,28,22.0,24.2,7.0,1.3692935582951151,3297.71,21.944021983359196,104.0,1.5311801242236025,28.18064196303841,86.0532546132727,1.3874237140366172,249.8743534236889,1,1
27966,14404,1,1.0,20,577627672,1.3407978644520244,133068.44,4,3,6,3,15,6.0,11.77,2.0,0.8630155020899846,940.98,34.88140754967584,283.0,1.0996467223686424,251.61640301399424,357.56294314872713,1.3581352833638025,767.1243205039455,0,0
138586,30297,5,0.8571428571428571,56,630951303,1.3684284707540522,20817.395,5,5,4,3,5,10.0,7.17,5.0,0.8630155020899846,1034.51,25.881939931615648,231.0,1.3331667499583542,51.26156690031435,185.9462787761393,1.387460040685847,230.170445990213,0,0
147970,47384,5,1.3225806451612903,21,88436390,1.3681465821000705,15333.36,10,6,28,5,18,19.0,19.99,13.0,1.369251483148904,2310.1,37.08714548523261,219.0,1.333000166583375,38.407242495970905,27.40178335351737,1.3579524680073125,304.16897415051176,2,1
144729,4327,4,1.1428571428571428,19,94896380,1.3266792947690513,64933.76,3,3,33,4,20,19.0,19.04,6.0,1.6703164874473793,2699.17,30.817750053334365,169.0,1.5311801242236025,193.69258208877807,44.25269690460318,1.3193023106133746,538.8693876732852,1,1
49328,28320,3,1.2857142857142858,18,966149295,1.3682875264270613,8969.985,9,6,22,8,52,21.0,16.73,6.0,1.3692935582951151,4325.59,32.31743443639366,117.0,1.5311801242236025,39.621966905487135,67.11685831597427,1.3874237140366172,245.01104977853862,1,1
124164,39320,7,1.5714285714285714,30,325402210,1.3668474278176754,21639.39,3,4,7,1,21,15.0,9.71,7.0,1.6703164874473793,1066.41,36.061429087264784,283.0,1.5311801242236025,12.13186646694648,129.0219316714654,1.3580438756855575,292.1744518615881,1,0
133038,6846,1,1.1428571428571428,44,744163832,1.3682875264270613,14909.4,6,7,24,2,19,10.0,16.49,8.0,1.6703164874473793,1992.2,27.72931879535256,131.0,1.5311801242236025,13.069308505074778,53.935500529337695,1.3874237140366172,340.7401909655876,1,1
30863,7196,6,2.0,45,702447038,1.413136601618277,107626.59,3,5,11,3,32,18.0,11.1,8.0,1.670294675769407,914.63,27.287576530482845,225.0,1.5311610129001434,70732.0,606.7610560852347,1.3873873873873874,429.02439961464137,2,2
60731,9532,6,1.2857142857142858,34,399035425,1.353624051198095,49128.9,8,3,29,6,11,13.0,13.88,7.0,1.6703164874473793,2574.1,39.46597086711262,171.0,1.5311801242236025,169.5292210820439,71.74745135187098,1.3452245740836344,431.8308275660849,1,1
29036,13482,3,1.0,25,955874801,1.3346595256312166,20833.19,6,6,34,5,36,24.0,16.02,9.0,1.369251483148904,4987.19,36.93479109582149,47.0,1.5311610129001434,77.59130261824843,111.93827685630569,1.3873873873873874,266.88033719211256,2,1
48431,6124,6,1.2,38,853627450,1.3669939909130882,30813.68,3,3,8,4,12,10.0,6.93,2.0,1.6703382991253517,1312.2,26.79516010190027,224.0,1.0996467223686424,56.05555563164189,70.26747734888922,1.3452762003097574,352.6576336861356,0,0
110287,2253,2,1.0666666666666667,19,212187234,1.3434104865375531,7367.11,10,6,29,7,18,24.0,32.92,9.0,1.369251483148904,3898.81,25.564011378174072,72.0,1.5311610129001434,28.27088597458801,24.330458789791308,1.3873873873873874,277.21980285623243,2,1
22739,31978,6,1.2857142857142858,31,656905495,1.3673165649650245,30979.28,5,3,22,7,18,16.0,9.75,5.0,1.6703164874473793,1317.34,26.11159414991287,176.0,1.5311801242236025,177.3730333213945,54.95416272818346,1.3193023106133746,244.43347061708874,1,1
150910,37245,5,1.1612903225806452,38,149856915,1.3407978644520244,14871.095,3,3,7,2,14,2.0,8.62,4.0,0.8630155020899846,725.09,32.59863754183065,203.0,1.0996467223686424,23.61909190569991,58.14370692726335,1.3347927213025037,292.46299283370337,0,0
29828,1415,3,1.4285714285714286,32,291158697,1.3709456372772955,18070.01,9,7,34,3,41,25.0,2.890000000000001,8.0,1.3692935582951151,2493.97,26.228349403344595,109.0,1.5311801242236025,43.48068420047778,55.18086770231027,1.35188734272144,308.32186476387864,1,1
35322,27079,1,0.9333333333333333,31,600222209,1.3668474278176754,17653.7,9,8,20,6,17,20.0,5.05,12.0,1.3692935582951151,1846.17,30.413745148263786,153.0,1.5311801242236025,54.20127791564646,143.92286738817685,1.3874237140366172,233.69002136284337,1,1
139999,27071,2,1.5714285714285714,38,514392995,1.326533585895381,10156.33,6,8,20,8,25,19.0,28.76,12.0,1.369251483148904,4345.51,22.81349915753448,123.0,1.5311610129001434,59.29049520610571,52.08910837108311,1.3518040163319722,224.15647975614448,2,1
65877,39032,4,1.2,24,770901146,1.341315503032188,72412.74,5,6,6,1,11,15.0,6.76,4.0,1.670294675769407,794.93,40.2586037559382,319.0,1.333000166583375,59820.0,430.9479593021152,1.334655903680394,447.4382145512492,2,2
53298,19045,1,2.0,38,399599340,1.366700864722263,32009.81,530,7,9,1,6,11.0,7.92,7.0,1.670294675769407,310.76,30.60627453754924,227.0,1.5311610129001434,18.340755122761877,158.37584255370862,1.3518040163319722,338.8318189901962,2,2
43628,32983,3,1.0666666666666667,14,181479455,1.366700864722263,19453.05,3,6,10,6,19,18.0,19.86,11.0,1.670294675769407,731.24,32.573056175742224,202.0,1.5311610129001434,77.11008866084916,13.579732664498293,1.3192379481238334,341.01892867465256,2,2
124366,33473,5,2.0,28,635402158,1.341315503032188,30883.32,6,5,8,3,15,10.0,9.24,6.0,1.670294675769407,1891.76,36.14116695147569,186.0,1.5311610129001434,50.14969838870782,42.86566939916657,1.3518040163319722,398.14563221212563,2,2
83159,48754,6,1.3333333333333333,31,734252086,1.4132952562271934,14780.71,9,8,16,7,27,19.0,2.76,10.0,1.3692935582951151,1811.96,38.288129948057744,79.0,1.3330834582708646,67.78733814996905,94.17838540014336,1.3580438756855575,230.5068597832209,1,1
118880,12036,3,0.9354838709677419,42,93020917,1.3710979138114816,38239.44,0,3,2,1,5,11.0,1.9499999999999995,0.0,0.8630155020899846,1156.81,40.66119114069989,271.0,1.0996467223686424,20.20344767930195,78.32965069916425,1.3452762003097574,500.0289016215338,0,0
12721,42349,8,1.8571428571428572,40,299502330,1.3668474278176754,65454.42,4,4,17,1,26,12.0,11.82,2.0,1.6703164874473793,768.36,25.566657971434307,353.0,1.5311801242236025,28.010449461130207,273.21132911005213,1.3874237140366172,509.3317214288177,1,2
133428,19499,7,1.2903225806451613,45,594386492,1.3709456372772955,20945.38,3,5,11,3,21,19.0,18.25,8.0,1.6703164874473793,1396.35,26.56115486144112,183.0,1.5311801242236025,50.42425161873664,107.11422162684757,1.3580438756855575,274.40636008774914,1,1
59325,27354,4,2.0,55,34007974,1.341315503032188,44280.31,4,3,8,100,15,1.0,7.23,1.0,0.8629496758055492,1046.3,31.50741348560601,286.0,1.0995906465541412,72.68864732520152,396.27730673987054,1.3873873873873874,198.3366292682613,2,2
24018,2850,1,2.0,34,882910469,1.413136601618277,19703.09,9,9,22,7,32,18.0,21.51,7.0,1.369251483148904,2677.04,30.722612683176145,64.0,1.5311610129001434,89.23930823277355,14.089248815011675,1.3873873873873874,149.06646505633262,2,2
59208,45462,7,0.5714285714285714,50,160702253,1.3674653966364043,118297.6,2,1,9,3,8,5.0,10.97,7.0,0.8630155020899846,1446.83,39.8637442874439,371.0,1.0996467223686424,264.0927462032494,69.05205082305811,1.3193666731029157,909.4685363070256,0,0
111457,33856,8,2.0,49,815070908,1.3416264966568185,22978.67,3,7,9,0,24,16.99996909908379,11.87,2.0,1.6703382991253517,904.76,36.9108574204499,260.0,1.0996467223686424,0.0,61.74235630540834,1.3452762003097574,383.74656036125833,0,2
87192,37637,7,0.8571428571428571,51,122999715,1.3378967955468632,64871.14,5,5,5,2,14,2.0,12.68,0.0,0.8630155020899846,34.3,34.35598262543882,286.0,1.0996467223686424,73.2263534532986,310.87719696073714,1.3581352833638025,419.2892829192977,0,0
65169,4020,4,2.0,47,159517992,1.413136601618277,13982.725,7,6,12,4,12,14.0,3.45,4.0,1.670294675769407,1458.61,30.84521067887753,358.0,1.5311610129001434,37.983362942412526,41.949650546218585,1.3518040163319722,273.18969484470216,2,2
146184,9077,7,1.7826086956521738,19,27766435,1.3405012605665134,20436.315,421,3,7,100,14,0.5,4.86,6.0,0.8629496758055492,783.77,28.95439887127423,277.0,1.0995906465541412,20.366031738448275,59.6048208501805,1.3451729478575116,348.53177241137115,2,2
116169,3192,4,0.5714285714285714,39,906903717,1.329485834207765,33960.07,1,5,11,1,5,4.0,1.2300000000000004,2.0,0.8630155020899846,482.5,24.59039997647585,308.0,1.0996467223686424,23.172582496377373,237.92203426622208,1.387460040685847,336.9059665707339,0,0
152736,30739,7,1.1428571428571428,26,95394425,1.3681465821000705,80094.96,7,5,34,7,16,16.0,5.12,6.0,1.369251483148904,2286.06,23.34640358229033,100.0,1.5311610129001434,923.6095300451946,629.2925087802791,1.334655903680394,0.007759664775335295,2,1
6493,41621,8,2.0,39,605639678,1.326533585895381,30346.35,5,4,14,7,29,6.0,18.8,5.0,1.670294675769407,523.56,26.31347755979629,107.0,1.5311610129001434,96.72128021256924,29.045193182720087,1.3451729478575116,389.4197766047106,2,2
132548,33770,3,1.4285714285714286,34,869206910,1.367167733293645,14461.52,10,8,33,6,52,17.0,18.75,11.0,1.369251483148904,2566.1,24.51782112036373,99.0,1.5311610129001434,41.82171882717799,126.82544897171995,1.3873873873873874,222.36549886776874,2,1
98287,9272,2,0.8695652173913043,14,726171913,1.3715129151291512,43183.56,6,6,13,4,15,10.0,14.2,8.0,1.670294675769407,263.56,26.884397204215198,232.0,1.5311610129001434,106.86769926352645,235.04688633575833,1.3518040163319722,303.24841440071526,2,2
54022,17445,5,1.1428571428571428,14,821887412,1.3709456372772955,59788.89,9,9,20,7,36,25.0,18.13,6.0,1.3692935582951151,3547.66,25.12270460343759,86.0,1.3330834582708646,188.57871324909755,85.87479093041091,1.3452245740836344,480.8872458204917,1,1
128929,40736,8,0.0,53,347035379,1.3268250036427218,29491.67,5,3,3,1,13,8.0,2.63,5.0,0.8630155020899846,862.64,37.69186825311348,368.0,1.0996467223686424,14.67432172052166,48.5441160809186,1.3452762003097574,404.6454788652264,0,0
60068,38562,3,2.0,29,20670123,1.3681465821000705,11586.525,5,6,18,2,24,17.5,14.0,1.0,1.670294675769407,498.68,29.60185970599332,265.0,1.5311610129001434,15.46654664404272,121.94971744314941,1.3873873873873874,246.93811091280787,2,2
123307,42018,2,2.0,39,692104434,1.3379801275396708,92067.99,4,4,18,2,23,13.0,7.81,6.0,1.670294675769407,1398.94,32.285863336878926,314.0,1.5311610129001434,152.65163749298694,221.2304950740021,1.3579524680073125,641.651117433011,2,2
95713,5329,8,1.2857142857142858,28,166120556,1.334812547819434,53770.11,8,8,17,5,42,17.0,18.75,12.0,1.6703164874473793,2028.19,29.0029014675133,214.00002858367873,1.5311801242236025,204.4701376732153,136.49553398892124,1.3452245740836344,375.71857833786345,1,1
74554,31193,5,1.8666666666666667,38,91803722,1.3375959079283888,19010.58,9,7,17,3,54,18.0,12.16,10.0,1.369251483148904,1519.25,34.786143097733806,72.0,1.5311610129001434,36.428485272688704,34.179710155379,1.3192379481238334,353.9133045719323,2,1
47899,48351,2,0.5714285714285714,48,939134346,1.3537728828694746,68721.08,5,7,4,1,11,12.0,8.55,3.0,0.8630155020899846,130.89,29.96723931623841,274.0,1.0996467223686424,47.835726216524,156.9666080870991,1.3519706691109075,611.2733323630438,0,0
132325,7257,8,0.2857142857142857,42,277137658,1.3710979138114816,19188.055,5,4,2,3,1,8.0,4.5,7.0,0.8630155020899846,464.09,29.115432791621647,273.0,1.0996467223686424,44.602370142630434,99.4528652305989,1.387460040685847,281.745222960104,0,0
6500,27694,3,0.5714285714285714,46,558251337,1.3718081180811807,18681.465,2,3,9,2,6,8.0,7.9,3.0,0.8630155020899846,327.88,27.37775919427781,371.0,1.0996467223686424,24.8214249786604,55.33162201252645,1.3519706691109075,338.3258280088132,0,0
52069,14859,8,2.0,49,618962558,1.413136601618277,158871.12,0,171,8,1,8,1.0,1.17,4.0,0.8629496758055492,576.48,24.753970249385304,234.0,1.0995906465541412,86.90586037406021,973.4921688296988,1.3579524680073125,505.8279707962412,2,2
102068,40299,3,1.7142857142857142,52,738561440,1.3405012605665134,21115.99,3,7,17,0,24,16.0,14.28,4.0,1.670294675769407,474.21,27.180063000218304,383.0,1.5311610129001434,0.0,141.5586804030869,1.3579524680073125,301.50790293024653,2,2
27429,38931,4,0.5714285714285714,35,383355831,1.3405012605665134,89722.4,1214,5,5,2,1,7.0,2.47,7.0,0.8629496758055492,1071.85,33.92038812924318,197.0,1.0995906465541412,101.94233807451845,157.13576963799025,1.3192379481238334,745.6085589541577,2,0
32531,24841,6,2.0,26,3488065,1.366700864722263,19657.56,4,3,15,2,29,13.0,8.74,5.0,1.670294675769407,1480.88,30.48728809382534,72.0,1.5311610129001434,21.24011733002961,106.937833035306,1.334655903680394,296.7350496346644,2,2
56046,11476,1,1.0,25,585109106,1.3266792947690513,18115.21,9,8,18,6,16,8.0,10.18,11.0,1.6703164874473793,1440.76,22.492852612979497,226.0,1.5311801242236025,62.846716397123,85.40171207946874,1.3874237140366172,274.5116548567416,1,1
80569,8129,8,1.7142857142857142,46,517596831,1.3710979138114816,31501.87,5,3,16,2,23,13.0,15.25,3.0,1.6703382991253517,333.02,38.01331493960149,363.0,1.3331667499583542,37.42615839037271,47.7199241519897,1.3519706691109075,423.0695007909709,0,2
105528,43541,7,1.2,46,732574118,1.3669939909130882,18124.175,6,5,11,3,9,13.0,5.869999999999999,4.0,0.8630155020899846,335.05,37.88316966845297,301.0,1.0996467223686424,31.989156464668945,215.57705916008152,1.387460040685847,210.7685760419162,0,0
154267,18082,2,2.0,44,118014299,1.341315503032188,12821.845,7,6,17,100,10,20.0,5.76,2.0,1.670294675769407,1475.23,31.01099438236876,215.0,1.0995906465541412,10.21149374035067,71.78413588535803,1.3873873873873874,0.007759664775335295,2,2
57309,22439,4,1.2857142857142858,18,187246312,1.3381284294824263,14291.24,6,10,32,6,23,18.0,2.66,6.0,1.3692935582951151,2527.84,31.821695192691603,199.0,1.5311801242236025,68.47067908164641,49.79190604697151,1.3580438756855575,238.4204405105626,1,1
56754,27891,1,2.0,24,716151048,1.3707933607431095,45499.89,8,8,33,5,30,16.0,22.41,9.0,1.369251483148904,4654.47,33.85406732677756,79.0,1.5311610129001434,98.10070360175214,207.41950534180302,1.334655903680394,366.14554105644476,2,2
101013,43603,4,2.0,51,516018545,1.3291860290810973,57847.1,1,4,5,1,4,8.0,6.19,3.0,0.8629496758055492,958.73,26.897680762943374,280.0,1.0995906465541412,44.51045109942464,196.21844918725083,1.3451729478575116,490.13026637999116,2,2
12071,1474,6,1.5333333333333334,30,554337055,1.3534752195267152,27242.8,5,4,15,6,19,18.0,24.5,7.0,1.670294675769407,881.36,28.30074453731668,206.0,1.5311610129001434,73.81546182149368,24.919571346464853,1.3192379481238334,384.6883001653748,2,0
109284,39153,7,1.0,39,508248627,1.3709456372772955,15301.71,5,7,20,4,21,14.0,7.210000000000001,9.0,1.6703164874473793,1963.92,36.660423991211225,217.0,1.5311801242236025,47.544028029259614,90.01498106804705,1.334724312491449,251.1552409026933,1,1
135249,16962,4,2.0,52,820538739,1.413136601618277,18458.05,7,7,6,3,19,15.0,9.58,4.0,1.670294675769407,705.4,27.274876568913804,328.0,1.0995906465541412,42.43928511971047,172.16768498711133,1.3873873873873874,204.21011322651157,2,2
154846,6486,5,1.6666666666666667,34,467028044,1.3707933607431095,15666.495,4,7,8,7,28,8.0,13.45,4.0,1.670294675769407,284.89,39.81491822889552,215.0,1.333000166583375,75.5226388676993,44.7209437898946,1.3518040163319722,0.007759664775335295,2,2
86527,49331,2,1.7142857142857142,44,973120733,1.3379801275396708,15990.655,7,1057,17,100,6,17.0,11.85,8.0,1.670294675769407,1214.53,32.892445633200325,170.0,1.5311610129001434,53.91846893142056,34.569232631010735,1.334655903680394,315.96775677090204,2,2
136236,49698,7,2.0,44,937984347,1.366700864722263,57507.24000000001,6,6,9,6,16,16.0,13.24,5.0,1.670294675769407,1278.15,30.97276791658027,227.0,1.5311610129001434,451.1472085289748,205.9527728032848,1.3451729478575116,284.2407063744354,2,2
103257,2565,4,1.1428571428571428,20,246603653,1.3673165649650245,18949.07,10,9,29,5,52,17.5,16.57,8.0,1.3692935582951151,4454.76,38.55864703063372,104.0,1.5311801242236025,55.67782990151591,63.19458637559117,1.3580438756855575,307.3365003895596,1,1
51702,4404,1,0.2857142857142857,48,964857634,1.3710979138114816,15279.545,0,5,8,3,1,3.0,6.99,4.0,0.8630155020899846,168.35,28.51732773958087,364.0,1.0996467223686424,29.035513675543942,70.65252359390324,1.387460040685847,346.84150439721947,0,0
79404,27884,7,2.0,20,208121974,1.413136601618277,78208.96,8,5,9,3,22,9.0,11.2,5.0,1.670294675769407,1419.42,27.270204619855228,398.0,1.0995906465541412,184.3775922082677,44.87000746230133,1.3192379481238334,670.2937336627646,2,2
91484,24532,3,1.0869565217391304,27,673759639,1.3434104865375531,73509.02,5,5,20,0,17,19.0,6.69,3.0,1.670294675769407,1082.86,28.31876758156792,351.0,1.333000166583375,0.0,76.37036906140895,1.3518040163319722,751.8047976052577,2,2
29125,31242,8,2.0,54,828804340,1.3375959079283888,17321.505,6,7,13,1,20,17.0,7.64,2.0,1.670294675769407,589.67,31.5845149500812,371.0,1.0995906465541412,14.369364225797485,94.09866102532473,1.3873873873873874,317.6778497488778,2,2
35580,10346,7,1.7333333333333334,17,390451226,1.3405012605665134,83218.0,8,6,18,5,17,23.0,12.84,9.0,1.369251483148904,2159.69,21.98683109772352,135.0,1.5311610129001434,246.56364467370705,459.080074727298,1.334655903680394,271.0396139323284,2,2
143502,43276,1,2.0,40,71174816,1.367167733293645,34676.0,3,6,2825,4,25,16.0,9.99,7.0,1.670294675769407,138.3,36.75454896268822,76.0,1.5311610129001434,69.52897556389723,37.84591829653257,1.3451729478575116,403.16206376000906,2,2
143567,6295,6,1.5333333333333334,34,173548322,1.3414709998445031,35497.94,6,7,17,2,33,15.0,6.86,9.0,1.3692935582951151,2284.86,26.994531245058184,79.0,1.5311801242236025,39.33346977712343,45.617599850208904,1.3452245740836344,471.3650970393344,1,1
127652,16425,3,1.1333333333333333,45,608727122,1.3668474278176754,17077.4,9,10,29,5,59,25.0,2.6,10.0,1.3692935582951151,2577.55,29.21806287143078,179.0,1.5311801242236025,64.17188712598109,60.155396482935856,1.35188734272144,254.55567801296505,1,1
88619,18188,6,2.0,40,973061882,1.3405012605665134,66995.86,3,6,15,0,30,19.0,8.16,3.0,1.670294675769407,554.69,30.7361069356754,258.0,1.5311610129001434,0.0,45.14325791773992,1.3192379481238334,725.5163463180829,2,2
50419,9938,2,0.5714285714285714,47,321934142,1.3669939909130882,119848.77,5,2,10,1,12,12.0,5.75,2.0,0.8630155020899846,1049.14,28.004416965228963,212.0,1.0996467223686424,55.85943763032421,144.98685031922213,1.3193666731029157,1061.5934620504536,0,0
112464,6420,7,1.0,23,885455921,1.3682875264270613,66149.48,8,10,30,2,53,21.0,2.8,12.0,1.3692935582951151,2576.98,26.96242067270064,163.0,1.5311801242236025,101.0284878799932,455.278306615405,1.3580438756855575,236.7388721712685,1,1
84320,11340,3,1.4285714285714286,31,134526017,1.334812547819434,17476.37,5,7,21,5,13,17.0,11.88,7.0,1.6703164874473793,1533.86,30.82015995442017,96.0,1.5311801242236025,72.33847952004095,86.98985434497447,1.3874237140366172,244.80808280165118,1,1
138151,25368,2,1.0,22,199904095,1.3405012605665134,55732.68000000001,8,8,27,5,14,8.0,8.35,14.0,1.670294675769407,2536.84,38.8957522959121,131.0,1.5311610129001434,208.2720117975153,80.61996488007091,1.3451729478575116,451.4470233224139,2,1
129177,16841,4,0.0,52,274123426,1.343725397575185,78261.62,1,1,6,3,10,5.0,7.66,3.0,0.8630155020899846,431.77,39.03699784773392,316.0,1.0996467223686424,111.15588436869808,418.9095309718109,1.3519706691109075,367.3147513261576,0,0
103655,19605,6,1.4,21,397403219,1.366700864722263,25444.95,8,6,10,2,21,19.0,16.22,12.0,1.670294675769407,249.67,33.92259630266312,195.0,1.5311610129001434,30.78169485461961,173.3388469866541,1.3873873873873874,320.1207081587263,2,0
95107,49159,2,0.0,42,713074915,1.3537728828694746,38643.04,2,3,10,3,5,10.0,7.58,4.0,0.8630155020899846,581.74,40.75079600727942,332.0,1.0996467223686424,82.85931789139066,131.4905574852935,1.3452762003097574,386.2754579566492,0,0
